"tcm18001mkj19038", "Chenprakhon", "Chemical Engineering", "Tinikul, R., Chenprakhon, P., Maenpuen, S., & Chaiyen, P. (2018). Biotransformation of plant-derived phenolic acids. Biotechnology Journal, 13(6), 1-12. https://doi.org/10.1002/biot.201700632", "3", "1", "", "2018", "Machas, M., Kurgan, G., Jha, A. K., Flores, A., Schneider, A., Coyle, S.,...Nielsen, D. R. (2019). Emerging tools, enabling technologies, and future opportunities for the bioproduction of aromatic chemicals. Journal of Chemical Technology and Biotechnology, 94, 38-52. https://doi.org/10.1002/jctb.5762"
"tcm18001mkj19038", "Chenprakhon", "Chemistry", "Tinikul, R., Chenprakhon, P., Maenpuen, S., & Chaiyen, P. (2018). Biotransformation of plant-derived phenolic acids. Biotechnology Journal, 13(6), 1-12. https://doi.org/10.1002/biot.201700632", "3", "1", "", "2018", "Machas, M., Kurgan, G., Jha, A. K., Flores, A., Schneider, A., Coyle, S.,...Nielsen, D. R. (2019). Emerging tools, enabling technologies, and future opportunities for the bioproduction of aromatic chemicals. Journal of Chemical Technology and Biotechnology, 94, 38-52. https://doi.org/10.1002/jctb.5762"
"tcm18001mkj19038", "Chenprakhon", "Energy", "Tinikul, R., Chenprakhon, P., Maenpuen, S., & Chaiyen, P. (2018). Biotransformation of plant-derived phenolic acids. Biotechnology Journal, 13(6), 1-12. https://doi.org/10.1002/biot.201700632", "3", "1", "", "2018", "Machas, M., Kurgan, G., Jha, A. K., Flores, A., Schneider, A., Coyle, S.,...Nielsen, D. R. (2019). Emerging tools, enabling technologies, and future opportunities for the bioproduction of aromatic chemicals. Journal of Chemical Technology and Biotechnology, 94, 38-52. https://doi.org/10.1002/jctb.5762"
"tcm18001mkj19038", "Chenprakhon", "Environmental Science", "Tinikul, R., Chenprakhon, P., Maenpuen, S., & Chaiyen, P. (2018). Biotransformation of plant-derived phenolic acids. Biotechnology Journal, 13(6), 1-12. https://doi.org/10.1002/biot.201700632", "3", "1", "", "2018", "Machas, M., Kurgan, G., Jha, A. K., Flores, A., Schneider, A., Coyle, S.,...Nielsen, D. R. (2019). Emerging tools, enabling technologies, and future opportunities for the bioproduction of aromatic chemicals. Journal of Chemical Technology and Biotechnology, 94, 38-52. https://doi.org/10.1002/jctb.5762"
"tcm18001pps18139", "Chenprakhon", "Biochemistry, Genetics and Molecular Biology", "Tinikul, R., Chenprakhon, P., Maenpuen, S., & Chaiyen, P. (2018). Biotransformation of plant-derived phenolic acids. Biotechnology Journal, 13(6), 1-12. https://doi.org/10.1002/biot.201700632", "3", "1", "", "2018", "Payer, S. E., Pollak, H., Schmidbauer, B., Hamm, F., Juricic, F., Faber, K., & Glueck, S. M. (2018). Multienzyme one-pot cascade for the stereoselective hydroxyethyl functionalization of substituted phenols. Organic Letters, 20, 5139-5143. https://doi.org/10.1021/acs.orglett.8b02058"
"tcm18001pps18139", "Chenprakhon", "Chemistry", "Tinikul, R., Chenprakhon, P., Maenpuen, S., & Chaiyen, P. (2018). Biotransformation of plant-derived phenolic acids. Biotechnology Journal, 13(6), 1-12. https://doi.org/10.1002/biot.201700632", "3", "1", "", "2018", "Payer, S. E., Pollak, H., Schmidbauer, B., Hamm, F., Juricic, F., Faber, K., & Glueck, S. M. (2018). Multienzyme one-pot cascade for the stereoselective hydroxyethyl functionalization of substituted phenols. Organic Letters, 20, 5139-5143. https://doi.org/10.1021/acs.orglett.8b02058"
"tcm18001rqs19639", "Chenprakhon", "Chemical Engineering", "Tinikul, R., Chenprakhon, P., Maenpuen, S., & Chaiyen, P. (2018). Biotransformation of plant-derived phenolic acids. Biotechnology Journal, 13(6), 1-12. https://doi.org/10.1002/biot.201700632", "3", "1", "", "2018", "Ren, T., Qi, W., Su, R., & He, Z. (2019). Promising techniques for depolymerization of lignin into value-added chemicals. ChemCatChem, 11, 639-654. https://doi.org/10.1002/cctc.201801428"
"tcm18001rqs19639", "Chenprakhon", "Chemistry", "Tinikul, R., Chenprakhon, P., Maenpuen, S., & Chaiyen, P. (2018). Biotransformation of plant-derived phenolic acids. Biotechnology Journal, 13(6), 1-12. https://doi.org/10.1002/biot.201700632", "3", "1", "", "2018", "Ren, T., Qi, W., Su, R., & He, Z. (2019). Promising techniques for depolymerization of lignin into value-added chemicals. ChemCatChem, 11, 639-654. https://doi.org/10.1002/cctc.201801428"
"tcm18001sld19432", "Chenprakhon", "Environmental Science", "Tinikul, R., Chenprakhon, P., Maenpuen, S., & Chaiyen, P. (2018). Biotransformation of plant-derived phenolic acids. Biotechnology Journal, 13(6), 1-12. https://doi.org/10.1002/biot.201700632", "3", "1", "", "2018", "Song, L., Li, W., Duan, W., An, J., Tang, S., Li, L., & Yang, G. (2019). Natural gallic acid catalyzed aerobic oxidative coupling with the assistance of MnCO 3 for synthesis of disulfanes in water. Green Chemistry, 21, 1432-1438. https://doi.org/10.1039/C9GC00091G"
"tcm18001ssm18001", "Chenprakhon", "Chemical Engineering", "Tinikul, R., Chenprakhon, P., Maenpuen, S., & Chaiyen, P. (2018). Biotransformation of plant-derived phenolic acids. Biotechnology Journal, 13(6), 1-12. https://doi.org/10.1002/biot.201700632", "3", "1", "", "2018", "Simakova, I. L., Simakov, A. V., & Murzin, D. Y. (2018). Valorization of biomass derived terpene compounds by catalytic amination. Catalysts, 8(9), 1-36. https://doi.org/10.3390/catal8090365"
"tcm18001ssm18001", "Chenprakhon", "Chemistry", "Tinikul, R., Chenprakhon, P., Maenpuen, S., & Chaiyen, P. (2018). Biotransformation of plant-derived phenolic acids. Biotechnology Journal, 13(6), 1-12. https://doi.org/10.1002/biot.201700632", "3", "1", "", "2018", "Simakova, I. L., Simakov, A. V., & Murzin, D. Y. (2018). Valorization of biomass derived terpene compounds by catalytic amination. Catalysts, 8(9), 1-36. https://doi.org/10.3390/catal8090365"
"tcm18001t0019001", "Chenprakhon", "Chemical Engineering", "Tinikul, R., Chenprakhon, P., Maenpuen, S., & Chaiyen, P. (2018). Biotransformation of plant-derived phenolic acids. Biotechnology Journal, 13(6), 1-12. https://doi.org/10.1002/biot.201700632", "3", "1", "", "2018", "Tommasi, I. C. (2019). Carboxylation of hydroxyaromatic compounds with HCO3- by enzyme catalysis: Recent advances open the perspective for valorization of lignin-derived aromatics. Catalysts, 9(1), 1-37. https://doi.org/10.3390/catal9010037"
"tcm18001t0019001", "Chenprakhon", "Chemistry", "Tinikul, R., Chenprakhon, P., Maenpuen, S., & Chaiyen, P. (2018). Biotransformation of plant-derived phenolic acids. Biotechnology Journal, 13(6), 1-12. https://doi.org/10.1002/biot.201700632", "3", "1", "", "2018", "Tommasi, I. C. (2019). Carboxylation of hydroxyaromatic compounds with HCO3- by enzyme catalysis: Recent advances open the perspective for valorization of lignin-derived aromatics. Catalysts, 9(1), 1-37. https://doi.org/10.3390/catal9010037"
"cdc17001ppc17122", "Chenprakhon", "Biochemistry, Genetics and Molecular Biology", "Chenprakhon, P., Dhammaraj, T., Chantiwas, R., & Chaiyen, P. (2017). Hydroxylation of 4-hydroxyphenylethylamine derivatives by R263 variants of the oxygenase component of p-hydroxyphenylacetate-3-hydroxylase. Archives of Biochemistry and Biophysics, 620, 1-11. https://doi.org/10.1016/j.abb.2017.03.004", "1", "1", "Biophysics (Q1); Biochemistry (Q2); Molecular Biology (Q2)", "2017", "Pinthong, C., Phoopraintra, P., Chantiwas, R., Pongtharangkul, T., Chenprakhon, P., & Chaiyen, P. (2017). Green and sustainable biocatalytic production of 3,4,5-trihydroxycinnamic acid from palm oil mill effluent. Process Biochemistry, 63, 122-129. https://doi.org/10.1016/j.procbio.2017.08.006"
"cdc17001ppc17122", "Chenprakhon", "Chemical Engineering", "Chenprakhon, P., Dhammaraj, T., Chantiwas, R., & Chaiyen, P. (2017). Hydroxylation of 4-hydroxyphenylethylamine derivatives by R263 variants of the oxygenase component of p-hydroxyphenylacetate-3-hydroxylase. Archives of Biochemistry and Biophysics, 620, 1-11. https://doi.org/10.1016/j.abb.2017.03.004", "1", "1", "Biophysics (Q1); Biochemistry (Q2); Molecular Biology (Q2)", "2017", "Pinthong, C., Phoopraintra, P., Chantiwas, R., Pongtharangkul, T., Chenprakhon, P., & Chaiyen, P. (2017). Green and sustainable biocatalytic production of 3,4,5-trihydroxycinnamic acid from palm oil mill effluent. Process Biochemistry, 63, 122-129. https://doi.org/10.1016/j.procbio.2017.08.006"
"cdc17001ppc17122", "Chenprakhon", "Immunology and Microbiology", "Chenprakhon, P., Dhammaraj, T., Chantiwas, R., & Chaiyen, P. (2017). Hydroxylation of 4-hydroxyphenylethylamine derivatives by R263 variants of the oxygenase component of p-hydroxyphenylacetate-3-hydroxylase. Archives of Biochemistry and Biophysics, 620, 1-11. https://doi.org/10.1016/j.abb.2017.03.004", "1", "1", "Biophysics (Q1); Biochemistry (Q2); Molecular Biology (Q2)", "2017", "Pinthong, C., Phoopraintra, P., Chantiwas, R., Pongtharangkul, T., Chenprakhon, P., & Chaiyen, P. (2017). Green and sustainable biocatalytic production of 3,4,5-trihydroxycinnamic acid from palm oil mill effluent. Process Biochemistry, 63, 122-129. https://doi.org/10.1016/j.procbio.2017.08.006"
"ppc17122cwc19008", "Chenprakhon", "Biochemistry, Genetics and Molecular Biology", "Pinthong, C., Phoopraintra, P., Chantiwas, R., Pongtharangkul, T., Chenprakhon, P., & Chaiyen, P. (2017). Green and sustainable biocatalytic production of 3,4,5-trihydroxycinnamic acid from palm oil mill effluent. Process Biochemistry, 63, 122-129. https://doi.org/10.1016/j.procbio.2017.08.006", "3", "1", "", "2017", "Chenprakhon, P., Wongnate, T., & Chaiyen, P. (2019). Monooxygenation of aromatic compounds by flavin-dependent monooxygenases. Protein Science, 28, 8-29. https://doi.org/10.1002/pro.3525"
"ppc17122kla18163", "Chenprakhon", "Agricultural and Biological Sciences", "Pinthong, C., Phoopraintra, P., Chantiwas, R., Pongtharangkul, T., Chenprakhon, P., & Chaiyen, P. (2017). Green and sustainable biocatalytic production of 3,4,5-trihydroxycinnamic acid from palm oil mill effluent. Process Biochemistry, 63, 122-129. https://doi.org/10.1016/j.procbio.2017.08.006", "3", "1", "", "2017", "Kushairi, A., Loh, S. K., Azman, I., Hishamuddin, E., Ong-Abdullah, M., Izuddin, Z. B. M. N.,...Parveez, G. K. A. (2018). Oil palm economic performance in Malaysia and R&D progress in 2017. Journal of Oil Palm Research, 30, 163-195. https://doi.org/10.21894/jopr.2018.0030"
"ppc17122kla18163", "Chenprakhon", "Energy", "Pinthong, C., Phoopraintra, P., Chantiwas, R., Pongtharangkul, T., Chenprakhon, P., & Chaiyen, P. (2017). Green and sustainable biocatalytic production of 3,4,5-trihydroxycinnamic acid from palm oil mill effluent. Process Biochemistry, 63, 122-129. https://doi.org/10.1016/j.procbio.2017.08.006", "3", "1", "", "2017", "Kushairi, A., Loh, S. K., Azman, I., Hishamuddin, E., Ong-Abdullah, M., Izuddin, Z. B. M. N.,...Parveez, G. K. A. (2018). Oil palm economic performance in Malaysia and R&D progress in 2017. Journal of Oil Palm Research, 30, 163-195. https://doi.org/10.21894/jopr.2018.0030"
"ppc17122kla18163", "Chenprakhon", "Materials Science", "Pinthong, C., Phoopraintra, P., Chantiwas, R., Pongtharangkul, T., Chenprakhon, P., & Chaiyen, P. (2017). Green and sustainable biocatalytic production of 3,4,5-trihydroxycinnamic acid from palm oil mill effluent. Process Biochemistry, 63, 122-129. https://doi.org/10.1016/j.procbio.2017.08.006", "3", "1", "", "2017", "Kushairi, A., Loh, S. K., Azman, I., Hishamuddin, E., Ong-Abdullah, M., Izuddin, Z. B. M. N.,...Parveez, G. K. A. (2018). Oil palm economic performance in Malaysia and R&D progress in 2017. Journal of Oil Palm Research, 30, 163-195. https://doi.org/10.21894/jopr.2018.0030"
"ppc17122tcm18001", "Chenprakhon", "Biochemistry, Genetics and Molecular Biology", "Pinthong, C., Phoopraintra, P., Chantiwas, R., Pongtharangkul, T., Chenprakhon, P., & Chaiyen, P. (2017). Green and sustainable biocatalytic production of 3,4,5-trihydroxycinnamic acid from palm oil mill effluent. Process Biochemistry, 63, 122-129. https://doi.org/10.1016/j.procbio.2017.08.006", "3", "1", "", "2017", "Tinikul, R., Chenprakhon, P., Maenpuen, S., & Chaiyen, P. (2018). Biotransformation of plant-derived phenolic acids. Biotechnology Journal, 13(6), 1-12. https://doi.org/10.1002/biot.201700632"
"ppc17122tcm18001", "Chenprakhon", "Immunology and Microbiology", "Pinthong, C., Phoopraintra, P., Chantiwas, R., Pongtharangkul, T., Chenprakhon, P., & Chaiyen, P. (2017). Green and sustainable biocatalytic production of 3,4,5-trihydroxycinnamic acid from palm oil mill effluent. Process Biochemistry, 63, 122-129. https://doi.org/10.1016/j.procbio.2017.08.006", "3", "1", "", "2017", "Tinikul, R., Chenprakhon, P., Maenpuen, S., & Chaiyen, P. (2018). Biotransformation of plant-derived phenolic acids. Biotechnology Journal, 13(6), 1-12. https://doi.org/10.1002/biot.201700632"
"ttm16353cwc19008", "Chenprakhon", "Biochemistry, Genetics and Molecular Biology", "Thotsaporn, K., Tinikul, R., Maenpuen, S., Phonbuppha, J., Watthaisong, P., Chenprakhon, P.,  & Chaiyen, P. (2016). Enzymes in the p-hydroxyphenylacetate degradation pathway of Acinetobacter baumannii. Journal of Molecular Catalysis B: Enzymatic, 134, 353-366. https://doi.org/10.1016/j.molcatb.2016.09.003", "1", "1", "Bioengineering (Q2); Process Chemistry and Technology (Q2); Biochemistry (Q3); Catalysis (Q3)", "2016", "Chenprakhon, P., Wongnate, T., & Chaiyen, P. (2019). Monooxygenation of aromatic compounds by flavin-dependent monooxygenases. Protein Science, 28, 8-29. https://doi.org/10.1002/pro.3525"
"ttm16353g0017293", "Chenprakhon", "Biochemistry, Genetics and Molecular Biology", "Thotsaporn, K., Tinikul, R., Maenpuen, S., Phonbuppha, J., Watthaisong, P., Chenprakhon, P.,  & Chaiyen, P. (2016). Enzymes in the p-hydroxyphenylacetate degradation pathway of Acinetobacter baumannii. Journal of Molecular Catalysis B: Enzymatic, 134, 353-366. https://doi.org/10.1016/j.molcatb.2016.09.003", "1", "1", "Bioengineering (Q2); Process Chemistry and Technology (Q2); Biochemistry (Q3); Catalysis (Q3)", "2016", "Gerlt, J. A. (2017). Genomic enzymology: Web tools for leveraging protein family sequence-function space and genome context to discover novel functions. Biochemistry, 56, 4293-4308. https://doi.org/10.1021/acs.biochem.7b00614"
"ttm16353lxs18565", "Chenprakhon", "Biochemistry, Genetics and Molecular Biology", "Thotsaporn, K., Tinikul, R., Maenpuen, S., Phonbuppha, J., Watthaisong, P., Chenprakhon, P.,  & Chaiyen, P. (2016). Enzymes in the p-hydroxyphenylacetate degradation pathway of Acinetobacter baumannii. Journal of Molecular Catalysis B: Enzymatic, 134, 353-366. https://doi.org/10.1016/j.molcatb.2016.09.003", "1", "1", "Bioengineering (Q2); Process Chemistry and Technology (Q2); Biochemistry (Q3); Catalysis (Q3)", "2016", "Liu, Z., Xia, B., Saric, J., Utzinger, J., Holmes, E., Keiser, J., & Li, J. V. (2018). Effects of vancomycin and ciprofloxacin on the NMRI mouse metabolism. Journal of Proteome Research, 17, 3565-3573. https://doi.org/10.1021/acs.jproteome.8b00583"
"ttm16353lxs18565", "Chenprakhon", "Chemistry", "Thotsaporn, K., Tinikul, R., Maenpuen, S., Phonbuppha, J., Watthaisong, P., Chenprakhon, P.,  & Chaiyen, P. (2016). Enzymes in the p-hydroxyphenylacetate degradation pathway of Acinetobacter baumannii. Journal of Molecular Catalysis B: Enzymatic, 134, 353-366. https://doi.org/10.1016/j.molcatb.2016.09.003", "1", "1", "Bioengineering (Q2); Process Chemistry and Technology (Q2); Biochemistry (Q3); Catalysis (Q3)", "2016", "Liu, Z., Xia, B., Saric, J., Utzinger, J., Holmes, E., Keiser, J., & Li, J. V. (2018). Effects of vancomycin and ciprofloxacin on the NMRI mouse metabolism. Journal of Proteome Research, 17, 3565-3573. https://doi.org/10.1021/acs.jproteome.8b00583"
"ttm16353pmk17001", "Chenprakhon", "Agricultural and Biological Sciences", "Thotsaporn, K., Tinikul, R., Maenpuen, S., Phonbuppha, J., Watthaisong, P., Chenprakhon, P.,  & Chaiyen, P. (2016). Enzymes in the p-hydroxyphenylacetate degradation pathway of Acinetobacter baumannii. Journal of Molecular Catalysis B: Enzymatic, 134, 353-366. https://doi.org/10.1016/j.molcatb.2016.09.003", "1", "1", "Bioengineering (Q2); Process Chemistry and Technology (Q2); Biochemistry (Q3); Catalysis (Q3)", "2016", "Pornsuwan, S., Maenpuen, S., Kamutira, P., Watthaisong, P., Thotsaporn, K., Tongsook, C.,...Chaiyen, P. (2017). 3,4-Dihydroxyphenylacetate 2,3-dioxygenase from Pseudomonas aeruginosa: An Fe(II)-containing enzyme with fast turnover. PLoS ONE, 12(2), 1-25. https://doi.org/10.1371/journal.pone.0171135"
"ttm16353pmk17001", "Chenprakhon", "Biochemistry, Genetics and Molecular Biology", "Thotsaporn, K., Tinikul, R., Maenpuen, S., Phonbuppha, J., Watthaisong, P., Chenprakhon, P.,  & Chaiyen, P. (2016). Enzymes in the p-hydroxyphenylacetate degradation pathway of Acinetobacter baumannii. Journal of Molecular Catalysis B: Enzymatic, 134, 353-366. https://doi.org/10.1016/j.molcatb.2016.09.003", "1", "1", "Bioengineering (Q2); Process Chemistry and Technology (Q2); Biochemistry (Q3); Catalysis (Q3)", "2016", "Pornsuwan, S., Maenpuen, S., Kamutira, P., Watthaisong, P., Thotsaporn, K., Tongsook, C.,...Chaiyen, P. (2017). 3,4-Dihydroxyphenylacetate 2,3-dioxygenase from Pseudomonas aeruginosa: An Fe(II)-containing enzyme with fast turnover. PLoS ONE, 12(2), 1-25. https://doi.org/10.1371/journal.pone.0171135"
"ttm16353pmk17001", "Chenprakhon", "Medicine", "Thotsaporn, K., Tinikul, R., Maenpuen, S., Phonbuppha, J., Watthaisong, P., Chenprakhon, P.,  & Chaiyen, P. (2016). Enzymes in the p-hydroxyphenylacetate degradation pathway of Acinetobacter baumannii. Journal of Molecular Catalysis B: Enzymatic, 134, 353-366. https://doi.org/10.1016/j.molcatb.2016.09.003", "1", "1", "Bioengineering (Q2); Process Chemistry and Technology (Q2); Biochemistry (Q3); Catalysis (Q3)", "2016", "Pornsuwan, S., Maenpuen, S., Kamutira, P., Watthaisong, P., Thotsaporn, K., Tongsook, C.,...Chaiyen, P. (2017). 3,4-Dihydroxyphenylacetate 2,3-dioxygenase from Pseudomonas aeruginosa: An Fe(II)-containing enzyme with fast turnover. PLoS ONE, 12(2), 1-25. https://doi.org/10.1371/journal.pone.0171135"
"ttm16353pmm18504", "Chenprakhon", "Biochemistry, Genetics and Molecular Biology", "Thotsaporn, K., Tinikul, R., Maenpuen, S., Phonbuppha, J., Watthaisong, P., Chenprakhon, P.,  & Chaiyen, P. (2016). Enzymes in the p-hydroxyphenylacetate degradation pathway of Acinetobacter baumannii. Journal of Molecular Catalysis B: Enzymatic, 134, 353-366. https://doi.org/10.1016/j.molcatb.2016.09.003", "1", "1", "Bioengineering (Q2); Process Chemistry and Technology (Q2); Biochemistry (Q3); Catalysis (Q3)", "2016", "Phonbuppha, J., Maenpuen, S., Munkajohnpong, P., Chaiyen, P., & Tinikul, R. (2018). Selective determination of the catalytic cysteine pKa of two-cysteine succinic semialdehyde dehydrogenase from Acinetobacter baumannii using burst kinetics and enzyme adduct formation. FEBS Journal, 285, 2504-2519. https://doi.org/10.1111/febs.14497"
"ttm16353pmm18504", "Chenprakhon", "Medicine", "Thotsaporn, K., Tinikul, R., Maenpuen, S., Phonbuppha, J., Watthaisong, P., Chenprakhon, P.,  & Chaiyen, P. (2016). Enzymes in the p-hydroxyphenylacetate degradation pathway of Acinetobacter baumannii. Journal of Molecular Catalysis B: Enzymatic, 134, 353-366. https://doi.org/10.1016/j.molcatb.2016.09.003", "1", "1", "Bioengineering (Q2); Process Chemistry and Technology (Q2); Biochemistry (Q3); Catalysis (Q3)", "2016", "Phonbuppha, J., Maenpuen, S., Munkajohnpong, P., Chaiyen, P., & Tinikul, R. (2018). Selective determination of the catalytic cysteine pKa of two-cysteine succinic semialdehyde dehydrogenase from Acinetobacter baumannii using burst kinetics and enzyme adduct formation. FEBS Journal, 285, 2504-2519. https://doi.org/10.1111/febs.14497"
"ttm16353qwy17007", "Chenprakhon", "Chemical Engineering", "Thotsaporn, K., Tinikul, R., Maenpuen, S., Phonbuppha, J., Watthaisong, P., Chenprakhon, P.,  & Chaiyen, P. (2016). Enzymes in the p-hydroxyphenylacetate degradation pathway of Acinetobacter baumannii. Journal of Molecular Catalysis B: Enzymatic, 134, 353-366. https://doi.org/10.1016/j.molcatb.2016.09.003", "1", "1", "Bioengineering (Q2); Process Chemistry and Technology (Q2); Biochemistry (Q3); Catalysis (Q3)", "2016", "Quan, Y., Wu, H., Yin, Z., Fang, Y., & Yin, C. (2017). Effect of static magnetic field on trichloroethylene removal in a biotrickling filter. Bioresource Technology, 239, 7-16. https://doi.org/10.1016/j.biortech.2017.04.121"
"ttm16353qwy17007", "Chenprakhon", "Energy", "Thotsaporn, K., Tinikul, R., Maenpuen, S., Phonbuppha, J., Watthaisong, P., Chenprakhon, P.,  & Chaiyen, P. (2016). Enzymes in the p-hydroxyphenylacetate degradation pathway of Acinetobacter baumannii. Journal of Molecular Catalysis B: Enzymatic, 134, 353-366. https://doi.org/10.1016/j.molcatb.2016.09.003", "1", "1", "Bioengineering (Q2); Process Chemistry and Technology (Q2); Biochemistry (Q3); Catalysis (Q3)", "2016", "Quan, Y., Wu, H., Yin, Z., Fang, Y., & Yin, C. (2017). Effect of static magnetic field on trichloroethylene removal in a biotrickling filter. Bioresource Technology, 239, 7-16. https://doi.org/10.1016/j.biortech.2017.04.121"
